index,sentence
7207,sydney diocese may withdraw over gay appointment
7208,tanner calls for medicare dental
7209,tariff cuts could slash jobs vic govt
7210,top seed serena blasts past granville
7211,tour de france stage by stage
7212,tour de france team by team
7213,trescothick and solanki overpower proteas
7214,troops police prepare for solomon islands
7215,truce to follow israeli palestinian pullback deal
7216,turkey beat colombia to third place at cup
7217,two goal etoo dedicates spanish cup win to foe
7218,two missing us soldiers found dead in iraq us
7219,ullrich can beat armstrong spanish legend indurain
7220,un calls for quick multinational force for liberia
7221,unheralded swedish rookie seizes one stroke us pga
7222,us troops detain 900 former saddam loyalists
7223,vic govt defends hospital management
7224,vic teenagers eligible for meningococcal vaccine
7225,wa farmers worried by mcginty health stint
7226,wandering fishing boat spoils probe lift off
7227,wimbledon day seven programme
7228,windies take control against sri lanka
7229,wreck is not the centaur navy
7230,acccs work far from over fels
7231,accc tackles supermarket grog trade
7232,act consumers can now choose electricity provider
7233,act obstetricians weigh work future
7234,actu wants more family friendly workplaces
7235,afl says funding changes fair
7236,afl scales back salary cap concessions
7237,al aqsa claims shooting rejects mideast truce
7238,all ords finishes year lower
7239,alston offers telstra sale assurances
7240,alston opens new abc radio station
7241,ama backs arthritis drug subsidy
7242,ama says medical indemnity insurance crisis fare
7243,army major among nine killed in indian kashmir
7244,ask eu for solomons funding rudd urges
7245,aust troops leaving png
7246,beanie festival a phenomenon
7247,big gas deal in the pipeline
7248,blix steps down from un post
7249,body found in redfern bin
7250,bracks tempted to pull plug on world cup plans
7251,bradman baggy green fetches record price
7252,brain scan clears flatley for tri nations series
7253,bushfire probe to hold public hearings
7254,bus service up and running
7255,call for truce in bbc war of words
7256,call to boost regional job stats
7257,campbell set to be cleared by parliamentary panel
7258,cane toads threaten quolls on gulf island
7259,carr defends prison handling of political assassin
7260,charlies angels topple the hulk
7261,china maintains encephalitis outbreak small scale
7262,china signs first bilateral trade agreement with
7263,choi wins seoul playoff
7264,claim palestinian ceasefire offer a trap for
7265,colombian army claims cocaine bust worth 450m
7266,connex confident of train network takeover success
7267,conservation probe may spark compo call
7268,coroner to get report on football death
7269,coroner to get report on toddler tragedy
7270,councils still negotiating over rfs agreements
7271,council steps up nightclub campaign
7272,cover us downer tells solomons
7273,cowboys lose mcwilliams for six weeks
7274,dad celebrates win for new doohan
7275,debate continues on proposed weekend netting ban
7276,disease threatens nt wine industry
7277,doctor shortage fears as new indemnity laws take
7278,dog tracking goes high tech
7279,downing st bbc row continues
7280,dpp asked to consider charges over babys death
7281,driver feared backlash waterfall inquiry hears
7282,dysart death not suspicious police
7283,eadie mcgee to spearhead worlds charge
7284,elliott banned fined
7285,elliott slams unfair sentence
7286,encephalitis kills 25 in china
7287,european gp was ferrari low point todt
7288,farmers welcome much needed rain
7289,fbi trained profiler joins sydney hunt
7290,fed govt to boost regional partnerships
7291,fels blasts surgeons closed shop
7292,fertilizer plant workers strike over job cuts
7293,fiji star serevi cleared after ballymore clash
7294,first crop in three years for clermont growers
7295,first doping test ever in european pga tour
7296,forest bill to go before nsw parliament again
7297,four killed in algerian unrest mass grave found
7298,free papua rebels surrender indonesia
7299,funding competition shelves research
7300,german cabinet approves tax cuts to revive growth
7301,good rain for southern nsw
7302,govt accused of using speed cuts for revenue
7303,govt given deadline to solve indemnity crisis
7304,hailing a cab to cost more
7305,hamas islamic jihad announce mideast ceasefire
7306,help for amc workers shareholders business
7307,henrys golden goal takes france to emotional
7308,homosexual priests issue deeply divisive anglican
7309,humps on the way to camel dairy
7310,hydroelectric plant powers up 18 years on
7311,indigenous immunisation education program launched
7312,indonesian police to buy airplanes boats and
7313,indonesian soldiers face aceh rape charges
7314,in house fraud alleged at ato
7315,inquiry to look at balancing conservation and
7316,insurance fears stop wa doctors from treating
7317,internet job ads on the rise
7318,investigation finds cause of plane engine shut down
7319,ioc agrees to delay china games
7320,israel starts withdrawal fatah joins truce
7321,jailed chief magistrate resigns
7322,kallis century sets up south africa victory
7323,katharine hepburn dies
7324,kiwis beat young aussies
7325,labor blasts closure of national job agency
7326,labor enlists figures in telstra fight
7327,laidley facing fine over umpire criticism
7328,lawyers screenplay to headline film festival
7329,lightning lose mahoney to injury
7330,liverpool join race for kewell report
7331,local govt reform to include no forced redundancies
7332,lockout ends at ballarat car parts plant
7333,management change for breast screening group
7334,meeting to consider pokies tax
7335,mideast shooting mars truce
7336,minister rules out drivers train surveillance
7337,moran funeral to be held today
7338,more woes in electrolux dispute
7339,mountain bus crash kills 14 in colombia
7340,mp surprised by water funding eligibility
7341,nasa delays mars rover launch again
7342,natasha ryan sides with officer who ignored her
7343,new artwork set for reconciliation place
7344,new hand gun controls cause concerns for shooters
7345,new medical clinic set to open
7346,nightmare race for f1s milestone men
7347,no more action over uni resources row
7348,non teaching staff still working at closed school
7349,no word from fingleton lawyers
7350,nt retains mandatory life murder sentences
7351,obstetrics services limited from midnight
7352,omalley third as golding breaks drought in france
7353,opposition claims govt to blame for obstetric
7354,outback highway funds unavailable anderson
7355,out of tune guitar band sets record
7356,pacific nations hammer out solomons plan
7357,passengers face taxi fare increase
